geo_id,city_id,population_total,population_18_35,higher_education_enrollment,average_household_income,unemploment_rate,literacy_rate,number_of_colleges
46,1001,6391105,2144466,477948,1236869.875,4.170000076,88.12000275,145
47,1005,5391734,1377216,286624,1096518,5.230000019,87.27999878,134
48,1007,4329469,1344552,255438,1275198.625,3.289999962,86.19999695,116
49,1025,552118,170996,38432,316857.0313,8.039999962,76.98000336,20
50,1025,598634,192932,29807,593735.0625,9.75,68.73999786,22
51,1015,1777835,457623,76902,635426.5625,7.110000134,84.83000183,20
52,1021,762002,215423,34968,565356.3125,10.5,72.12999725,14
53,1009,2258227,620415,122360,573301,4.820000172,87.08000183,25
54,1015,2612408,674620,140816,619939.625,7.769999981,86.05000305,20
55,1017,662156,214561,50968,859949.125,5.070000172,78.33000183,50
56,1012,1671855,558410,134202,650771.4375,6.409999847,87.69999695,59
57,1021,449475,148516,22876,400368.0625,11.44999981,72.09999847,22
58,1024,366227,93909,20993,512557.9688,7.090000153,66.75,19
59,1001,5203352,1570470,276908,1032919.438,3.339999914,86.38999939,89
60,1018,1548668,422621,67767,858171.5625,7.03000021,87.25,53
61,1021,796897,220152,33773,471761.2188,8.229999542,66.37999725,14
62,1026,270788,75889,11392,511226.8438,9.539999962,66.51999664,22
63,1010,1698597,518472,88916,709078.0625,4.239999771,77.94000244,41
64,1012,2036171,536073,92737,593416.5,7.570000172,81.5,32
65,1030,778673,245327,43502,797920.75,5.239999771,79.69000244,49
66,1030,1916758,652404,139818,654594.875,5.400000095,82.61000061,40
67,1002,8093416,2058724,508655,1059448.375,5.03000021,86.86000061,50
68,1002,5990968,1872388,425223,994953.4375,3.420000076,92.47000122,146
69,1021,473769,162293,35181,382549.5625,5.949999809,74.16999817,12
70,1018,2568627,872190,137240,649269.8125,7.630000114,78.11000061,54
71,1020,428236,144627,33071,387484.4688,5.349999905,79.23999786,17
72,1006,9309195,3165181,530829,972286.8125,5.820000172,90.04000092,147
73,1001,5385906,1492347,319347,868650.5,5.130000114,87.58999634,99
74,1013,826117,264960,56054,783871.5625,5.670000076,87.69999695,37
75,1013,2597791,696385,125258,516325.4375,4.869999886,76.05999756,49
76,1022,355943,99501,15347,570218.375,11.42000008,74.12999725,6
77,1006,5102777,1534248,287826,909767,5.130000114,85.02999878,53
78,1009,1787363,492893,91347,712132.375,5.599999905,79.58999634,42
79,1024,206326,66408,16586,354068.625,5.059999943,70.23000336,15
80,1020,131336,44198,10652,390654.875,8.779999733,66.01999664,20
81,1027,184724,62059,10533,317918.25,7.559999943,72.18000031,21
82,1029,8053923,2298604,431589,1233688.25,3.730000019,86.19999695,137
83,1007,5438898,1751273,434293,943580.5625,5.5,94.81999969,149
84,1026,415658,128945,21784,555838.6875,6.630000114,73.30999756,18
85,1002,6984384,2119435,385574,814418.1875,3.450000048,93.05999756,93
86,1013,2809321,733590,165022,814112.25,6.579999924,83.70999908,31
87,1002,11176613,3172126,498101,967636.125,4.739999771,89.68000031,138
88,1010,2409436,605522,120599,876376.1875,6.21999979,79.73000336,27
89,1030,2905259,757904,132141,617565.25,5.690000057,81.55999756,38
90,1005,9106245,3108307,602526,974991.125,4.769999981,85.20999908,75
91,1014,803012,275310,67888,667965.6875,7.320000172,79.62999725,23
92,1019,203372,58969,9223,367566.375,5.949999809,78.55999756,13
93,1004,4083224,1078045,217858,1237970.75,3.519999981,88.43000031,135
94,1026,381146,104283,16220,562517.0625,8.409999847,71.45999908,13
95,1011,585765,148850,30895,694773.375,5.659999847,83.68000031,41
96,1001,3694358,1155235,189672,1099314.375,3.230000019,93.56999969,85
97,1008,2304557,670473,150823,584328.625,4.130000114,81.25,56
98,1015,905704,277381,62132,668031.75,7.119999886,81.34999847,59
99,1010,513554,159262,34668,580383.25,7.300000191,76.66000366,60
100,1021,703717,206031,43162,322594.125,7.679999828,66.62999725,15
101,1006,3341026,856451,128504,1256576.625,4.510000229,94.73999786,76
102,1017,2638224,685131,164581,842041,6.730000019,84.15000153,24
103,1002,8925818,2743360,672972,1403096.25,4.519999981,87.72000122,66
104,1026,491109,158531,34505,453038.25,8.680000305,78.23000336,12
105,1023,626306,208983,36847,402690.5,11.60000038,69.08000183,14
106,1007,6408401,1883024,284921,1058569.25,3.430000067,87.44999695,70
107,1027,625319,194200,33313,516228.6563,9.770000458,77.04000092,16
108,1021,291465,100309,15473,424529.2813,5.699999809,75.44000244,13
109,1011,2220448,578038,128334,557826.125,6,87.20999908,43
110,1003,6796660,2155075,448225,1471510,3.680000067,89.98999786,134
111,1008,1154905,376284,70996,703202.4375,5.659999847,84.22000122,60
112,1025,711637,232140,39515,393291.25,7.880000114,74.98999786,21
113,1012,603085,156233,35150,555414.375,7.090000153,81.88999939,44
114,1017,1073210,330331,67170,768997.4375,5.199999809,85.76999664,33
115,1005,11239939,3442744,639367,884503,3.140000105,92.44000244,95
116,1017,1245194,418569,68239,531393.3125,7.730000019,78.37000275,31
117,1009,1501612,430081,90612,507179.8125,5.079999924,87.51000214,51
118,1011,2994958,760601,188611,627509.0625,6.199999809,78,33
119,1017,2246997,604391,118569,698408,5.579999924,81.38999939,31
120,1004,7495717,2497704,411564,1483028.875,4.210000038,94.26999664,79
121,1020,527205,165383,35996,311275,5.690000057,79.08999634,25
122,1023,182103,51904,8340,328669.8438,7.019999981,77.95999908,17
123,1002,11486216,3508336,849282,1177868,5.96999979,90.18000031,72
124,1004,11016710,3055734,619067,997614.5625,5.210000038,90.58000183,119
125,1005,5935342,1992982,299298,1480032.25,4.380000114,89.66000366,73
126,1016,1014976,283668,48643,773632.75,6.420000076,82.43000031,25
127,1016,1879704,579196,137520,879783.8125,7.179999828,87.36000061,24
128,1023,765128,198277,31311,591813.4375,11.64999962,77.41000366,8
129,1029,11177381,3596600,692114,1340534.125,4.5,89.59999847,131
130,1023,707008,237490,35800,385136.4375,7.5,71.90000153,23
131,1018,1500269,509130,95877,591525.3125,7.619999886,82.36000061,21
132,1008,1440458,418364,98619,752854.75,7.869999886,78.90000153,32
133,1025,137050,39068,9231,533926.375,6.110000134,71.34999847,7
134,1024,380868,112319,23118,311525.0625,8.68999958,67.19999695,23
135,1018,2500066,714609,137164,743563.75,6.960000038,81.90000153,41
136,1029,3571484,1097395,216261,1285763.125,4.21999979,90.36000061,53
137,1019,109639,33533,5793,361851.0625,11.13000011,77.45999908,8
138,1019,288327,90808,20058,304999.8125,5.119999886,78.31999969,18
139,1021,696308,208544,41662,564286.9375,9.029999733,68.19000244,22
140,1021,281426,74493,16811,312180.6563,8.300000191,70.83999634,21
141,1022,553390,153590,37275,475748.9375,5.170000076,76,10
142,1005,3127372,885703,185109,863078.1875,4.360000134,94.75,144
143,1008,1719347,498466,121183,841539.625,4.730000019,85.04000092,52
144,1030,628845,190755,43063,521860.0625,6.800000191,76.51999664,26
145,1021,180769,59029,12414,305122.9688,11.23999977,69.41999817,7
146,1022,218812,57817,10139,375234.75,11.59000015,66.51000214,19
147,1030,877996,262684,44026,558083.9375,7.190000057,78.95999908,45
148,1008,2081606,716898,131948,752606.75,4.650000095,77.43000031,37
149,1001,6119027,1785625,370211,1329043.625,3.670000076,90.18000031,124
150,1015,2478394,834053,158846,892683.5625,5.929999828,76.51999664,31
151,1028,664066,232371,49458,348570.875,7.980000019,74.66000366,19
152,1018,2973912,834893,158358,854546.125,7.489999771,82.05000305,48
153,1010,1940081,648574,147053,824243.0625,5.679999828,75.09999847,49
154,1025,602822,195361,38644,365198.375,5.150000095,66.13999939,16
155,1011,890192,290887,60161,782794.75,7.610000134,76.05999756,26
156,1014,2047669,550639,90950,528918.4375,5.96999979,86.47000122,58
157,1023,390502,121225,28193,523303.5,6.28000021,68.16999817,9
158,1023,102670,33433,7917,431979.25,7.070000172,74.72000122,5
159,1010,1089540,365051,87972,887154.875,4.190000057,78.94000244,48
160,1028,523039,146769,32051,599154.8125,9.079999924,76.19000244,18
161,1014,2895563,761854,174827,503718.375,5.550000191,80.66000366,49
162,1016,581105,146509,30149,567252.75,4.949999809,86.94999695,48
163,1026,540364,142484,25074,530114.5,9.100000381,70.02999878,11
164,1024,258216,80172,14804,584121.75,8.199999809,69.37999725,15
165,1001,8629615,2603948,505065,987190.4375,3.769999981,85.51000214,62
166,1029,11591794,3303701,520508,1437399.625,5.019999981,94.73999786,145
167,1003,6901349,2095323,504362,1034110.5,4.519999981,88.51999664,85
168,1004,3612438,1238936,297899,1284917.25,4.690000057,87.84999847,122
169,1030,1063625,357967,64319,595646.4375,5.210000038,78.97000122,31
170,1021,673326,198846,29881,345776.9063,8.43999958,78.58000183,25
171,1014,2786949,947104,212280,554206,4.309999943,81.25,57
172,1021,695186,223054,35123,451483.7188,8.449999809,68.01999664,7
173,1018,969953,329514,69314,509857.8125,6.829999924,76.69999695,23
174,1009,1603222,535156,100135,521122.4063,6.190000057,83.34999847,26
175,1004,3214977,957288,237723,1026245.25,4.190000057,91.66000366,124
176,1029,3596739,1225254,262610,809214.5625,4.300000191,93.73999786,56
177,1017,2817243,724040,166974,832664.375,7.079999924,75.75,59
178,1026,126123,36299,7751,351353.4375,5.789999962,76.45999908,13
179,1025,168000,50098,7580,554342.3125,10.93000031,72.55999756,24
180,1011,2302756,672945,153055,636141.6875,5.28000021,76.08000183,51
181,1010,1374878,365763,67689,885148.4375,4.139999866,77.02999878,35
182,1016,717372,247962,60629,725322.3125,5.880000114,85.72000122,59
183,1023,620286,158371,30517,382138.3438,6.400000095,68.41999817,9
184,1009,2784383,809259,182684,712352.625,7.730000019,77.30000305,47
185,1023,407816,114916,23521,457736.2813,5.869999886,70.52999878,14
186,1023,278700,77796,14975,495655.5313,5.510000229,70.18000031,11
187,1022,234672,68327,12344,437734.75,8.739999771,73.91000366,16
188,1026,524898,163097,25635,491612.7188,7.980000019,65.12999725,24
189,1017,1470913,436892,97200,852148.0625,6.039999962,83.31999969,21
190,1024,157530,42177,10158,369487.3438,8.390000343,75.12999725,18
191,1013,2326417,748063,137083,868580.25,4.809999943,80.12000275,50
192,1003,11665102,3260655,721478,1113648.5,5.360000134,93.15000153,147
193,1017,595798,153530,36600,725194.3125,7.889999866,86.29000092,29
194,1008,1987889,514180,93072,746048.75,4.099999905,81.34999847,23
195,1008,529286,163067,33074,524189.0625,6.590000153,77.34999847,49
196,1006,3893733,994243,234549,867526.5625,4.869999886,85.47000122,82
197,1030,2941966,801119,182308,673405.4375,5.849999905,84.55999756,54
198,1002,8618721,2288689,445853,921554.3125,4.869999886,88.48999786,103
199,1029,2657746,709582,132596,1480327,3.730000019,91.5,91
200,1008,1648160,533151,128683,727874,5.679999828,84.37999725,51
201,1019,549915,141908,34223,443542.9063,5.590000153,65.16999817,5
202,1017,907475,281614,63351,610787.625,7.550000191,82.95999908,51
203,1013,2266852,685814,140125,732743.125,4.570000172,76.12000275,38
204,1009,873407,300627,47493,529135.875,4.019999981,77.63999939,28
205,1023,613856,159636,25412,507641.4063,10.05000019,69.44999695,18
206,1008,1904685,663768,121350,691260.1875,7.590000153,82.51999664,58
207,1001,3981120,1284854,235953,1033096.5,5.300000191,89.44000244,109
208,1007,6581397,2251698,354996,920726.4375,4.130000114,90.76000214,97
209,1001,4691830,1407943,327401,949840.3125,3.170000076,91.02999878,50
210,1001,2182426,664350,132878,908651,3.079999924,85.72000122,102
211,1015,760191,216427,36371,659104.75,5.639999866,81.43000031,20
212,1018,2474642,830677,171888,501770.2813,5.860000134,78.12999725,55
213,1015,2968959,781163,170467,790100.25,6,75.12999725,23
214,1006,4250479,1299694,262640,1264128.5,4.260000229,94.48999786,54
215,1004,3397903,906511,158509,872702.9375,5.010000229,85.58999634,83
216,1011,1450649,368469,69873,674897.9375,7.480000019,86.41000366,38
217,1002,3797163,1135749,234849,1463816.75,4.510000229,85.77999878,142
218,1025,764260,227358,42773,318813.2188,11.06000042,75.62000275,6
219,1007,10420740,2934965,583286,1466378.875,4.369999886,90.76999664,102
220,1008,1856719,645441,158670,591765.6875,6.230000019,75.08000183,58
221,1028,356914,95889,23592,463825.625,9.340000153,66.76000214,19
222,1020,246924,72052,17725,491480.0313,7.510000229,66.16000366,10
223,1016,2853299,858898,203307,879114.5625,6.480000019,78.48000336,37
224,1011,1777076,534763,104017,822702.8125,6.5,83.09999847,26
225,1016,2678612,685609,141897,815714.1875,6.199999809,76.30999756,59
226,1012,723094,195262,45431,754348.1875,6.53000021,82,49
227,1030,2077308,726480,114490,804197.875,7.489999771,86.91000366,32
228,1001,11223492,3624877,806523,814704.75,3.50999999,88.26000214,55
229,1021,112383,30226,6903,479155.5625,9.569999695,74.61000061,8
230,1011,2978076,889794,160108,546540.1875,7.53000021,78.65000153,43
231,1029,9900133,3223091,641488,1055592.75,3.200000048,92.79000092,81
232,1027,430295,150428,29805,360628.75,7.010000229,70.09999847,13
233,1019,238053,70495,17286,316287.6875,7.230000019,73.88999939,7
234,1009,2081241,700501,147231,770695.4375,5.360000134,83.94999695,23
235,1021,296774,74891,12028,588007,11.64000034,71.87000275,12
236,1028,677519,222782,54392,444647.75,8.18999958,70.69000244,11
237,1023,452483,141142,34809,408027.6875,9.619999886,78.97000122,19
238,1015,562615,192853,46414,619452.6875,6.570000172,75.20999908,53
239,1028,234550,59960,12954,366961.3125,5.510000229,79.51999664,15
240,1009,1977712,621727,103686,775440.625,5.25,81.56999969,43
241,1020,513124,145287,24164,553198.625,8.359999657,79.25,24
242,1005,10863328,3038419,733356,868526.3125,5.679999828,89.05000305,150
243,1013,746510,223432,37740,756293.625,6.659999847,80.59999847,33
244,1028,240883,72752,12738,495380.9688,11.93000031,72.94000244,20
245,1027,202662,63078,14847,485434.375,7.179999828,77.44000244,12
246,1007,8395699,2510920,414409,1303028.25,3.980000019,86.37000275,144
247,1026,779197,237421,58730,589822.4375,6.78000021,78.16999817,18
248,1007,5934253,1620525,383374,1333989.125,5.510000229,88.90000153,133
249,1025,621236,179894,37594,453254.125,11.40999985,69.91999817,13
250,1004,5462432,1667837,366239,1221518.125,5.840000153,91.26000214,142
251,1009,1769129,570829,96192,888476.1875,6.739999771,80.12000275,54
252,1022,701406,223473,45536,439084.6875,10.56000042,79.88999939,22
253,1020,270434,87892,15917,369723.6563,8.010000229,68.98000336,9
254,1020,795986,256925,57815,444763.5625,5.71999979,77.54000092,17
255,1017,835694,267646,64611,794619,6.260000229,76.65000153,60
256,1010,1225055,394462,69550,512982.5938,6.159999847,82.83999634,33
257,1001,3861448,1299489,207772,847344.5,3.269999981,90.09999847,78
258,1019,468244,147123,26124,490240.3438,10.56999969,76.41000366,11
259,1009,2038344,526000,83303,536043.4375,5.119999886,86.22000122,59
260,1009,2123919,580486,98149,657673.6875,6.869999886,80.62000275,20
261,1012,1160139,394562,87928,559723,6.559999943,80.91999817,59
262,1016,1720733,460848,112299,617017.9375,6.429999828,86.75,22
263,1009,2182674,674322,102559,688695.6875,4,79.05000305,55
264,1008,1976064,628619,95789,761207.4375,6.03000021,78.48999786,52
265,1025,440095,133887,29432,473851.3125,10.71000004,69.95999908,22
266,1011,1150223,330804,71144,694925.5,4.570000172,82.20999908,58
267,1024,711690,188695,46963,304588.375,11.72999954,69.59999847,22
268,1004,2618039,876891,213152,1474693.5,4.940000057,93.34999847,67
269,1013,1672446,453831,71960,552384.125,6.070000172,76.37999725,33
270,1003,10238223,3490398,552602,1171650.375,3.950000048,91.02999878,69
271,1023,588342,177047,32350,578881.1875,11.73999977,77.12000275,25
272,1011,2559120,736632,159868,711761.375,6.71999979,85.12999725,33
273,1028,692373,218164,50579,506834.8438,7.989999771,67.01999664,13
274,1001,11233764,3050167,726325,1390629.125,5.940000057,94.06999969,129
275,1005,2064350,605719,109836,950338.125,5.599999905,92.19000244,66
276,1006,4736219,1266441,213946,1092529.125,5.96999979,88.45999908,73
277,1006,7004135,2139275,402426,1491334,4.039999962,87.87000275,133
278,1029,11377190,3473189,866650,1421215.125,3.049999952,87.75,106
279,1018,2843300,764093,189670,766929.0625,4.909999847,79.37999725,55
280,1015,2810430,965433,207170,512656.4375,4.300000191,85.33000183,26
281,1024,521652,175014,41619,397632.2188,11.72999954,72.09999847,23
282,1014,1410781,423994,78738,745636.25,7.260000229,86.76000214,36
283,1015,1636889,546210,105877,534425.25,5.409999847,83.48000336,25
284,1012,2456822,840166,159694,847105.8125,7.809999943,76.72000122,30
285,1009,1873913,530747,93574,740539.125,7.610000134,80.98999786,51
286,1008,600170,169089,29827,863344.25,5.710000038,77.61000061,23
287,1008,722412,185697,38281,571449.9375,5.949999809,86.51000214,24
288,1030,977769,248261,56904,673024.875,7.400000095,84.26999664,40
289,1008,2639808,907375,177346,552914.125,5.349999905,83.58999634,29
290,1013,2991817,856990,148262,574426.5,4.739999771,80.44000244,26
291,1029,8949414,2652617,567731,1067750.25,5,85.94000244,102
292,1023,215622,61880,15262,309139.7813,7.820000172,77.55000305,25
293,1028,607130,174045,32013,500554.2813,11.28999996,68.87999725,17
294,1029,8487087,2549847,569911,1313008.875,3.660000086,90.18000031,137
295,1025,736669,242151,60438,481922.8125,7.420000076,71.56999969,17
296,1023,358150,120031,27370,479956.8438,10.77999973,68.56999969,24
297,1013,1894901,585596,105119,724897.4375,7.21999979,75.48999786,44
298,1016,1062579,279453,56582,876493.0625,6.170000076,85.15000153,47
299,1013,796767,263938,53093,587400.1875,5.960000038,83.18000031,41
300,1013,2243437,615100,123301,593181.625,7.429999828,77.51999664,45
301,1009,891016,242935,42103,818098.3125,4.260000229,85.70999908,27
302,1017,2974000,794355,165091,762994.6875,7.099999905,75.34999847,46
303,1023,733995,222565,48103,331609.5625,10.93999958,72.66999817,25
304,1023,705995,194906,44927,534541.6875,10.68000031,67.19000244,11
305,1022,492324,147017,35306,553428.9375,10.94999981,76.11000061,10
306,1007,7478045,2405191,536385,1209358.75,5.269999981,92.25,92
307,1003,4549620,1579119,279121,1170134.875,3.819999933,87.26000214,81
308,1007,7424023,2194947,532147,1184890.25,5.210000038,92.63999939,73
309,1030,517080,149983,29739,707776.875,4.539999962,87.30000305,57
310,1023,418179,123617,22217,361247.25,10.65999985,70.66999817,11
311,1026,155546,46015,7063,531224.125,8.359999657,66.59999847,21
312,1017,1394179,464655,77634,817951.125,6.920000076,77.05999756,55
313,1014,2044695,641299,157342,812049.75,7.71999979,87.76999664,43
314,1020,178009,61709,15151,468526.6875,8.029999733,70.16999817,8
315,1022,741882,211131,35055,599349.5625,7.320000172,70.90000153,22
316,1023,405204,115125,19450,582541.9375,9.449999809,79.91000366,20
317,1008,2063323,519696,102902,524552.375,4.659999847,80.59999847,45
318,1014,2382400,806960,198627,539984.1875,5.730000019,76.90000153,24
319,1012,520182,172709,38715,634367.5625,5.619999886,75.20999908,44
320,1003,6699935,1988139,472355,971412.6875,5.53000021,90.22000122,112
321,1007,8761165,2817509,691866,1237059.75,4.829999924,86.70999908,93
322,1018,2279714,775271,145699,594612.5,7.110000134,75.19999695,58
323,1013,518391,144158,34390,802456.1875,4.300000191,77.23999786,46
324,1021,170892,58135,11375,592259.875,5.46999979,66.08999634,11
325,1009,2545356,834483,176876,870532.5,4.619999886,78.61000061,57
326,1018,2194869,708684,162073,717669.875,7.150000095,76.34999847,29
327,1003,10752847,2742108,438401,1358908.625,5.739999771,88.90000153,98
328,1022,617095,196341,30090,383161.75,9.239999771,71.86000061,24
329,1009,2245742,668274,107115,794738.9375,6.510000229,87.91000366,40
330,1012,1811715,485874,101208,635858,4.420000076,76.29000092,26
331,1001,9509500,2936342,583087,1436561.25,3.25999999,85.38999939,60
332,1023,481446,158008,36363,466869.125,11.77000046,73.33000183,16
333,1002,9689628,2893263,565633,948892.625,5.159999847,91.58000183,119
334,1005,10360663,2622275,612222,950274.1875,4.130000114,85.54000092,91
335,1023,760968,202851,33890,393608.125,7.539999962,69.80000305,10
336,1013,1774237,580313,109581,870305.875,5.900000095,86.41000366,38
337,1012,503187,149348,27639,803457.3125,4.690000057,84.79000092,50
338,1020,552409,174933,29995,341583.125,6.420000076,66.80999756,18
339,1025,601242,192303,40517,418811.5625,6.820000172,69.30000305,25
340,1024,410069,105503,22217,499028.6563,5.889999866,75.77999878,25
341,1007,4274982,1428503,237040,1009955.188,5.849999905,92.30000305,110
342,1006,6027995,1530197,257387,1175497,5.610000134,89.37999725,100
343,1002,10825391,3299015,521784,860926.25,4.78000021,87.41999817,81
344,1018,1691913,442619,68957,558133.875,7.550000191,87.45999908,60
345,1020,562155,188452,45681,463818.0313,9.270000458,79.33000183,11
346,1010,1732640,511644,83443,756513.375,5.360000134,86.41999817,37
347,1016,697769,240196,48616,521918.8125,6.690000057,84.30999756,36
348,1001,4753735,1424695,270368,1306754.75,4.989999771,94.43000031,116
349,1012,2329693,609374,143699,781798.5625,5.190000057,83.94000244,38
350,1003,4847202,1243790,289223,1426681.75,5.940000057,87.80000305,69
351,1012,796000,266837,60150,608344.1875,4.21999979,78.15000153,39
352,1029,7153598,2485636,561069,1263870.5,3.630000114,90.97000122,94
353,1001,9494255,3054162,613733,934622.1875,5.019999981,93.37999725,96
354,1026,623958,213040,44203,422579.4375,9.850000381,67.62000275,5
355,1017,599890,206915,46528,518411.3125,7.829999924,76.91999817,24
356,1004,10550168,3234017,760733,1482826.125,4.75,88.75,120
357,1003,4929508,1270743,269238,907880.125,5.190000057,93.76000214,143
358,1002,8192786,2312897,481180,1120925.75,3.069999933,92.98999786,144
359,1027,685473,208338,36293,473037.7188,8.640000343,66.68000031,14
360,1023,421372,119661,20734,375700.7188,7.21999979,71.94999695,16
361,1020,301244,95899,21370,527634.5625,8.539999962,67.37999725,23
362,1018,1151486,335274,68914,803282.9375,7.420000076,76.04000092,35
363,1007,4482188,1234725,233404,1190614.5,5.28000021,93.76000214,63
364,1025,597943,156688,35059,315668.5625,8.779999733,75.01999664,20
365,1015,932818,291787,46939,710676.75,5.230000019,86.5,55
366,1016,2949225,865769,168675,578015.3125,5.650000095,76.97000122,25
367,1028,702971,238992,56091,412386.5,8.779999733,71.27999878,15
368,1013,1449253,453158,90150,853333.1875,7.789999962,81.69000244,24
369,1008,1566862,417458,98859,734430.75,4.340000153,85.86000061,26
370,1014,2073111,637279,108379,705975.75,4.710000038,85.88999939,28
371,1014,941341,282213,52487,725491.875,6.760000229,78.83000183,55
372,1026,104556,34996,5532,405898.5,7.349999905,65.54000092,17
373,1024,342133,116908,24362,341908.0938,5.079999924,69.84999847,15
374,1014,2614003,791090,187394,846787.5,5.760000229,85.05000305,43
375,1005,3671306,1206451,297573,859477,4.860000134,87.13999939,89
376,1016,940229,259753,60002,790295.3125,6.340000153,77.26000214,22
377,1015,874477,220812,38970,644957.625,5.460000038,80.83000183,47
378,1013,687531,179081,32625,649013.8125,6.690000057,85.16999817,53
379,1026,742506,239975,48477,588466.8125,10.30000019,71.22000122,17
380,1009,1147447,385526,74223,764626.25,6.800000191,84.5,50
381,1020,258469,79942,14504,348779.125,9.170000076,78.84999847,15
382,1010,850490,240011,43553,526042.375,5.139999866,75.30000305,28
383,1014,2208507,741617,132719,609378.625,4.849999905,77.68000031,60
384,1024,676857,171123,31402,332709.7813,8.720000267,75.44000244,18
385,1002,7126706,2380746,380631,1464182.625,5.769999981,92.29000092,63
386,1009,2034054,571403,140073,501022.875,7.570000172,81.59999847,56
387,1024,523090,151523,27967,406662.1875,11.81999969,70.62999725,9
388,1027,412343,140815,34746,593541.375,10.38000011,79.87000275,13
389,1021,348326,93334,18175,312022.2813,11.98999977,77.26000214,15
390,1020,215900,61429,13601,433241.5,11.28999996,68.98999786,17
391,1012,2415677,810693,176788,710773,7.389999866,81.86000061,35
392,1002,2508505,689125,105423,1176409.75,5.380000114,88.29000092,95
393,1007,4881081,1347732,240214,996662.5625,3.089999914,93.94999695,110
394,1004,11442694,3532402,631101,1055470.25,4.78000021,92.01000214,54
395,1013,2686765,772520,143292,685392.3125,7.320000172,82.79000092,22
396,1002,8553955,2798401,508297,1012114.5,3.309999943,87.81999969,135
397,1015,2644569,773436,157240,739626.25,7.849999905,76.23999786,41
398,1028,179961,49304,8199,459961.5625,8.550000191,69.95999908,15
399,1026,232533,75926,16518,380563.4375,5.679999828,70.61000061,24
400,1010,1768125,533113,128029,852385.875,5.980000019,83.36000061,48
401,1029,3565042,922359,226365,1317733.125,4.820000172,90.48000336,52
402,1007,11686330,3970681,957841,1418089.875,4.260000229,90.23000336,79
403,1014,1393221,442128,80779,536277.875,5.849999905,77.73999786,43
404,1025,226097,59586,12975,353851.375,6.059999943,74.19000244,10
405,1021,655312,227181,56107,399976.9063,10.27000046,68.76000214,19
406,1018,1218519,332094,79699,611392.1875,5.090000153,83.76000214,31
407,1011,2397551,639937,141251,601710.375,7.019999981,81.55000305,53
