institution_id,institution_name,city_id,institution_type,establishment_year,total_students,average_course_fee,placement_rate,accreditation_status
25,Central Commerce College,1006,College,1956,8609,288459.5313,89.16999817,NAAC A
26,State Arts & Science University,1019,University,2016,3739,247557.125,68.75,NBA Accredited
27,Central Management College,1010,College,1981,7852,222861.7188,65.09999847,NAAC A
28,Regional Medical University,1029,University,1990,22632,450837.3125,NULL,NAAC B+
29,State Commerce Institute,1019,Institute,2019,5046,84025.90625,63.02000046,NAAC B+
30,National Engineering Institute,1004,Institute,1953,5300,784876.0625,86.77999878,NBA Accredited
31,Regional Commerce University,1030,University,1980,10892,130527.2813,64.15000153,NBA Accredited
32,National Commerce Institute,1009,Institute,1985,10647,132702.8438,73.98999786,AICTE Approved
33,Central Engineering Institute,1018,Institute,1978,10040,334614.2813,66.97000122,NAAC B+
34,Modern Management Institute,1019,Institute,1978,1799,108071.3828,49.61999893,UGC Recognized
35,Premier Law College,1012,College,1963,7849,276762,58.99000168,NAAC A
36,Indian Arts & Science University,1026,University,1989,683,249485.9063,49.97999954,NAAC B
37,Advanced Arts & Science College,1003,College,2009,8976,550454.8125,71.19000244,NAAC B
38,Central Management College,1026,College,1989,5935,205712.1875,56.79999924,NAAC A
39,State Law College,1028,College,1995,3629,138917.4688,38.22999954,NAAC B+
40,Central Medical University,1005,University,2000,24880,692643.375,94.30999756,UGC Recognized
41,Indian Technology College,1002,College,2009,24164,320559.8438,86.45999908,NBA Accredited
42,Advanced Commerce University,1023,University,1974,4417,120872.0313,38.45999908,NBA Accredited
43,Premier Commerce College,1008,College,1973,4337,358858.9688,69.15000153,NAAC B
44,Regional Arts & Science Institute,1028,Institute,1989,4316,244877.7188,54.38999939,NAAC A
45,Regional Management University,1028,University,1981,5539,92433.17188,37.97000122,UGC Recognized
46,Regional Law College,1013,College,1963,4966,294036,71.30000305,NAAC B+
47,Government Commerce University,1007,University,2008,18017,773355.125,91.12999725,NBA Accredited
48,Central Commerce University,1022,University,2017,2332,145153.6875,35.43000031,NAAC B+
49,Advanced Commerce University,1028,University,1998,2774,220260.3594,52.79000092,AICTE Approved
50,Government Medical College,1016,College,1983,4889,266767.6563,76.23000336,UGC Recognized
51,Premier Management College,1006,College,1977,13297,290923.75,80.33000183,NAAC B
52,National Technology College,1006,College,2006,14303,482870.9688,82.41999817,UGC Recognized
53,Indian Arts & Science Institute,1014,Institute,1993,8921,246390.6094,75.66999817,NAAC B+
54,Central Law University,1017,University,1976,9082,104259.75,71.69999695,NAAC B+
55,Premier Medical College,1030,College,2013,3737,100565.4766,67.5,NBA Accredited
56,Advanced Commerce College,1024,College,1986,700,99267.90625,60.13999939,NAAC B+
57,National Engineering Institute,1020,Institute,1993,4252,177333.4688,44.83000183,NAAC B+
58,Government Commerce University,1006,University,1957,9634,522450.0313,76.13999939,NAAC B+
59,Premier Engineering University,1012,University,1991,10988,359764.1563,71.20999908,NAAC B+
60,State Arts & Science College,1027,College,1996,1375,225886.7969,NULL,AICTE Approved
61,Modern Commerce Institute,1003,Institute,2015,19397,359892.5625,87.08999634,UGC Recognized
62,Regional Medical University,1024,University,2004,3637,80099.1875,64.44000244,NAAC B
63,National Law University,1003,University,2004,23389,285914.0313,94.38999939,NAAC B+
64,Government Engineering College,1015,College,1993,5103,343113.625,63.61000061,NAAC A+
65,Central Engineering College,1009,College,2016,9635,332970.625,66.75,NAAC B
66,Regional Arts & Science College,1010,College,2002,4480,156884.6875,55.45000076,Not Accredited
67,Indian Technology College,1002,College,1959,6220,466529.2188,90.72000122,Not Accredited
68,Central Engineering College,1010,College,1989,9145,174035.0313,63.72000122,NAAC B
69,Premier Commerce Institute,1023,Institute,1989,5041,206342.7656,46.29999924,NBA Accredited
70,Modern Medical University,1005,University,1986,18947,782036.5,90.65000153,UGC Recognized
71,Advanced Medical College,1015,College,2005,2278,374260.5938,60.54999924,NAAC B+
72,Indian Arts & Science College,1029,College,1960,11567,283063.2188,80.51999664,UGC Recognized
73,Government Management College,1010,College,2018,3965,187834.8594,71.59999847,NAAC A+
74,Premier Medical Institute,1018,Institute,1965,11587,271069.5313,NULL,NAAC A
75,Government Arts & Science University,1027,University,1976,5274,186099.8125,35.45999908,NAAC A+
76,State Technology College,1004,College,1950,23381,653977.4375,76.18000031,NAAC B
77,Modern Commerce University,1021,University,1974,4207,181284.9844,64.25,AICTE Approved
78,Advanced Medical Institute,1029,Institute,1957,20933,228611.0781,76.5,NAAC B
79,Premier Commerce University,1029,University,2001,6420,302862.375,76.30000305,NAAC B
80,State Technology Institute,1023,Institute,2001,4359,108102.4766,40.20999908,Not Accredited
81,Premier Medical University,1013,University,1977,7067,357002.1875,58.93000031,NAAC B
82,State Medical University,1029,University,1958,7968,329658.9063,92.11000061,NAAC B+
83,Modern Commerce Institute,1007,Institute,1972,10326,281968.375,81.66000366,NAAC B
84,Indian Technology College,1023,College,1990,2072,132128.375,44.90000153,NAAC B
85,Premier Technology University,1029,University,1976,13099,414409.2813,93.62000275,AICTE Approved
86,Regional Management College,1029,College,1975,17788,559805.6875,77.47000122,NAAC A
87,Regional Arts & Science University,1013,University,1966,9055,265951.0938,70.80999756,NAAC B
88,Indian Engineering Institute,1012,Institute,1976,9077,396917.875,NULL,NAAC B+
89,National Engineering University,1002,University,1960,11465,421931.75,88.09999847,NAAC A+
90,Advanced Engineering College,1020,College,1990,1673,66271.67969,69.69999695,NAAC B+
91,Indian Medical College,1007,College,2012,8287,504182.25,87.73999786,NAAC B
92,Government Technology University,1018,University,1962,2960,315594.625,71.40000153,NAAC B
93,Central Commerce Institute,1002,Institute,1960,15600,565759.9375,94.01999664,NAAC A
94,Government Engineering College,1025,College,1997,4052,249424.0313,69.94999695,AICTE Approved
95,State Technology University,1003,University,2005,13573,494598.5938,90.79000092,NAAC B+
96,Indian Commerce College,1012,College,1964,3950,199570.6563,74.41999817,NAAC A+
97,National Medical College,1021,College,2018,780,226765.7344,65.66000366,Not Accredited
98,Advanced Technology College,1019,College,1986,1060,240413.5469,NULL,NAAC B
99,Advanced Engineering University,1015,University,1962,6934,387799.125,68.94000244,NAAC B+
100,State Arts & Science College,1018,College,1968,8715,337200,66.25,NAAC B+
101,Advanced Management College,1006,College,1981,19266,300709.0625,84.08999634,NAAC B
102,State Commerce Institute,1006,Institute,2000,15459,542267.4375,70.33999634,NAAC B+
103,Advanced Engineering College,1024,College,2000,1041,167997.5156,39.49000168,NAAC A
104,Indian Management College,1004,College,2008,5820,724027.75,77.13999939,NAAC B
105,Advanced Medical Institute,1015,Institute,1967,3855,319142.2813,77.97000122,NAAC B+
106,Government Arts & Science Institute,1007,Institute,1959,8004,608973,94.91999817,NAAC A+
107,Premier Commerce College,1017,College,1974,8566,280612.875,57.49000168,NAAC B+
108,Premier Engineering University,1003,University,1993,6933,345430.5,77.80000305,NAAC B
109,Indian Commerce College,1007,College,2005,15155,632771.875,73.61000061,NAAC B
110,Indian Engineering College,1001,College,1961,20627,665784,88.88999939,NAAC B+
111,Advanced Commerce Institute,1023,Institute,1998,5854,169726.8281,43.65000153,Not Accredited
112,National Arts & Science University,1009,University,1993,8261,300888.875,59.00999832,UGC Recognized
113,Government Technology College,1011,College,1980,3701,165299.5938,57.77000046,UGC Recognized
114,Central Engineering Institute,1009,Institute,1971,6777,339696.6875,63.36000061,NBA Accredited
115,Government Engineering Institute,1029,Institute,1971,22901,716928.0625,88.29000092,NAAC B+
116,Regional Law College,1028,College,1988,858,179018.4844,46.20000076,NAAC B+
117,Indian Medical College,1022,College,1988,5327,190476.4063,57.88999939,AICTE Approved
118,Regional Management Institute,1019,Institute,1973,2263,197941.1406,41.41999817,NAAC B
119,Indian Law University,1010,University,1995,7412,317156.125,55.88999939,NBA Accredited
120,Regional Commerce Institute,1014,Institute,1965,2862,323261.375,75.63999939,Not Accredited
121,Government Medical University,1022,University,2017,3792,166970.8438,48.02999878,NAAC B
122,Premier Management University,1010,University,2000,7199,342900.3438,61.54999924,NAAC B
123,Regional Engineering College,1013,College,1999,6714,367952.9375,55.18000031,NAAC A
124,Regional Management College,1010,College,2008,8715,158615.9844,NULL,NAAC B
125,Indian Commerce College,1001,College,1950,7936,336199.5625,91.76000214,NAAC B+
126,Modern Law University,1018,University,1996,4864,363639.0313,82.76999664,UGC Recognized
127,State Law College,1018,College,1988,3804,262972.7813,58.34000015,NAAC B
128,Regional Medical University,1006,University,1954,20314,518321.2813,82.54000092,NAAC B
129,National Commerce Institute,1028,Institute,1982,3019,142162.75,47.18999863,NAAC A+
130,State Law University,1010,University,1971,7125,289666.4688,55.59999847,NAAC B
131,National Law University,1019,University,2009,1453,191052.7031,63.24000168,NAAC A
132,Central Commerce Institute,1016,Institute,2015,4475,141717.8125,80.97000122,Not Accredited
133,Indian Engineering University,1001,University,1993,23076,524272.625,90.44000244,NAAC B+
134,Central Technology Institute,1007,Institute,1984,12423,405170.375,90.80999756,NAAC A+
135,Indian Management Institute,1011,Institute,2011,7738,138677.0625,74.27999878,NAAC A+
136,Premier Technology University,1014,University,1991,3436,245053.0156,64.20999908,AICTE Approved
137,Regional Technology Institute,1007,Institute,1983,15882,303796.75,77.41999817,NAAC B
138,Advanced Arts & Science University,1021,University,1998,5161,74170.40625,36.04000092,NAAC B+
139,Modern Management Institute,1003,Institute,1959,23285,478706.9688,88.70999908,AICTE Approved
140,Central Engineering College,1023,College,1977,2505,201396.8594,46.75999832,Not Accredited
141,Modern Arts & Science Institute,1015,Institute,1980,7443,166769.3906,63.29999924,NBA Accredited
142,Central Commerce Institute,1006,Institute,1958,21812,762498,94.81999969,NAAC B
143,Modern Medical University,1025,University,1982,5742,110093.0313,60.20000076,Not Accredited
144,Central Engineering University,1008,University,1992,4082,370840.9375,62.79999924,NBA Accredited
145,Modern Medical College,1013,College,1961,10685,210413.6719,82.37999725,NBA Accredited
146,National Management Institute,1001,Institute,1974,23861,538368.4375,88.29000092,Not Accredited
147,Indian Technology College,1023,College,1983,2730,130279.8203,69.19999695,NAAC B
148,Central Arts & Science Institute,1004,Institute,2000,6508,294453.75,83.15000153,NBA Accredited
149,Advanced Commerce College,1014,College,2015,10800,128100.4766,70.19000244,NAAC A
150,Government Commerce University,1022,University,1981,4962,149884.0781,45.90000153,NAAC B
151,State Law College,1003,College,1981,15905,586741.375,70.44999695,NAAC A+
152,Central Arts & Science Institute,1022,Institute,1979,5054,81827.13281,53.33000183,NAAC B
153,Modern Management University,1014,University,1993,2869,236220.8594,63.79000092,NAAC A+
154,Central Law College,1024,College,1975,2402,145014.8438,52.79000092,NBA Accredited
155,Modern Technology University,1002,University,1981,24923,462697.5,91.36000061,NAAC B
156,Central Law College,1019,College,2005,4282,167919.125,51.65000153,NBA Accredited
157,National Technology College,1003,College,2003,10402,650277.25,74.51000214,NAAC B
158,Government Arts & Science University,1012,University,1984,8694,334528.3125,79.88999939,NAAC B
159,Government Law Institute,1007,Institute,1972,24707,659504.8125,81.76999664,NAAC B+
160,Advanced Technology Institute,1019,Institute,1980,3797,151299.2031,36.50999832,NAAC B
161,Government Management Institute,1021,Institute,1979,4800,129080.9063,50.40000153,NAAC A
162,Central Management University,1022,University,1997,5620,122715.25,37.43000031,NAAC B
163,Advanced Law University,1013,University,1991,10754,397854.625,59.11000061,NBA Accredited
164,Central Law College,1011,College,1998,3082,178991.3125,82.37000275,NAAC B+
165,Regional Medical University,1007,University,1979,24487,754830.125,94.19000244,NAAC B
166,State Engineering Institute,1021,Institute,1990,3473,249724.6563,43.70000076,NBA Accredited
167,Modern Law College,1010,College,2002,6308,263165.375,79.37999725,NAAC A+
168,Advanced Engineering Institute,1018,Institute,1965,3699,247856.1719,60.20000076,NBA Accredited
169,Advanced Commerce College,1001,College,2010,18478,426842.1563,92.86000061,UGC Recognized
170,Advanced Commerce College,1018,College,1962,4051,190065.0781,79.47000122,NBA Accredited
171,Premier Arts & Science University,1016,University,2018,6039,296393.3125,78.41999817,NAAC B+
172,Advanced Management Institute,1019,Institute,1972,5945,166137.9844,63.68000031,NAAC B+
173,Indian Technology College,1014,College,1962,2917,102911.0313,77.69000244,Not Accredited
174,Premier Management University,1021,University,1995,3583,96520.42188,44.68000031,NBA Accredited
175,Central Technology Institute,1028,Institute,1988,4379,170441.4531,63.40000153,AICTE Approved
176,Regional Technology College,1022,College,2015,5453,235020.75,43.68000031,NAAC A
177,Advanced Engineering College,1027,College,2012,4773,144125.9531,43.00999832,NAAC A
178,Indian Management University,1016,University,2000,3837,251905.0625,82.33000183,NBA Accredited
179,Modern Technology University,1010,University,1986,3324,242140.4375,68.23000336,AICTE Approved
180,Modern Arts & Science University,1023,University,1980,3309,225609.9375,NULL,NAAC A+
181,National Technology University,1004,University,1969,5303,774285.3125,71.56999969,NAAC A+
182,Modern Medical University,1003,University,1999,8863,272969.2813,85.08000183,NAAC B
183,National Commerce Institute,1020,Institute,1989,5469,58026.23828,36.90000153,NAAC A
184,Modern Commerce Institute,1014,Institute,1985,8777,167016.6875,63.41999817,NAAC A+
185,Regional Law University,1022,University,1979,4421,168369.6719,45.27000046,UGC Recognized
186,Government Medical University,1026,University,2011,1864,62519.35938,42.97000122,NBA Accredited
187,National Arts & Science College,1026,College,1991,2646,240355.9219,65.52999878,NAAC A
188,Modern Engineering Institute,1025,Institute,2014,4675,206274.1094,63.58000183,NAAC A+
189,Central Arts & Science College,1011,College,2018,7014,193261.0469,74.16999817,NAAC A
190,Regional Commerce College,1029,College,1984,23472,508750.1563,86.98000336,NAAC A
191,State Arts & Science Institute,1018,Institute,1995,3603,248140.2031,64.66000366,NBA Accredited
192,Modern Technology University,1024,University,1991,2615,183798.7188,67.94000244,AICTE Approved
193,Regional Management College,1008,College,2015,2227,103610.4297,75.23999786,Not Accredited
194,State Arts & Science College,1005,College,1971,24198,767710.9375,72.58000183,NAAC B
195,Indian Medical University,1001,University,1992,22092,509504.1563,85.26999664,NAAC A
196,National Engineering College,1030,College,2005,3415,298194.4063,73.61000061,UGC Recognized
197,Regional Medical College,1001,College,1996,13179,394942.6875,73.43000031,NAAC A+
198,Regional Medical University,1024,University,2007,3679,121499.7422,64,NBA Accredited
199,Regional Management University,1002,University,1990,22997,795261.6875,88.27999878,NAAC A
200,Premier Medical University,1005,University,2004,15944,678265.1875,91.44000244,NAAC A+
201,State Technology Institute,1028,Institute,1991,4421,249662.8438,39.79000092,NAAC B
202,Premier Medical University,1015,University,1975,11186,386343.4688,72.69999695,NAAC B
203,Indian Engineering University,1013,University,1986,8366,167437.0469,71.37000275,NAAC B+
204,Regional Management Institute,1026,Institute,1991,5571,179333.6563,35.43000031,NAAC B+
205,State Technology Institute,1024,Institute,1987,1895,81161.74219,NULL,NAAC A
206,National Law Institute,1017,Institute,2014,11278,196196.7031,82.37999725,NAAC B+
207,Premier Medical College,1014,College,1988,10144,258643.5313,71.79000092,Not Accredited
208,Advanced Arts & Science Institute,1023,Institute,1974,860,143153.4531,NULL,NAAC B+
209,State Engineering College,1027,College,2009,4079,166479.5625,40.52999878,Not Accredited
210,Premier Arts & Science Institute,1016,Institute,1970,5551,179504.8906,70.12999725,NBA Accredited
211,Modern Medical Institute,1006,Institute,1959,15849,649528.125,82.56999969,NAAC B
212,Central Arts & Science College,1007,College,2002,22304,631567.9375,75.58999634,NAAC B
213,Central Engineering Institute,1011,Institute,1981,9511,190465.0469,57.88999939,NAAC B
214,Indian Technology Institute,1003,Institute,1952,19403,648638.375,90.23999786,NAAC A+
215,State Engineering University,1026,University,2012,2510,118190.2188,39.68000031,Not Accredited
216,Advanced Commerce University,1024,University,2009,4841,128533.25,39.50999832,UGC Recognized
217,Advanced Law Institute,1019,Institute,1997,4633,247979.6406,66.34999847,Not Accredited
218,National Medical Institute,1009,Institute,1983,10277,190837.4844,74.31999969,NBA Accredited
219,Government Law Institute,1027,Institute,1976,1079,109140.3438,49.13000107,Not Accredited
220,Government Law College,1006,College,1976,6017,250089.6563,84.25,NAAC B
221,Government Engineering College,1023,College,1970,1573,187064.5938,43.59000015,NAAC B+
222,Premier Technology College,1004,College,1981,13232,527307.125,84.65000153,NAAC A
223,Government Medical University,1008,University,2005,8683,355145.1563,63.36000061,NAAC B
224,Government Arts & Science College,1003,College,1996,12107,401525.2813,82.75,NAAC B+
225,Government Technology College,1008,College,2009,6351,386699,62.36999893,UGC Recognized
226,National Law College,1022,College,2007,637,82568.90625,36.93999863,NAAC B+
227,Premier Commerce University,1021,University,1998,2835,119576.2891,41.86000061,NAAC B+
228,Government Commerce College,1008,College,2003,11310,151763.875,75.91999817,NAAC B
229,Modern Engineering College,1004,College,1961,17173,250182.0938,91.20999908,NAAC B
230,Government Commerce University,1009,University,1964,10311,235465.8125,56.65000153,NAAC B
231,Indian Medical Institute,1001,Institute,1969,23958,540833.625,74.25,NAAC B
232,Premier Commerce College,1018,College,1978,6589,394077.2188,75.33000183,AICTE Approved
233,Government Medical College,1005,College,2007,18778,590657.3125,86.48999786,NAAC B
234,National Arts & Science Institute,1006,Institute,1966,18217,374388.8125,86.20999908,AICTE Approved
235,National Arts & Science College,1006,College,1969,8372,338740,86.13999939,AICTE Approved
236,Indian Medical Institute,1023,Institute,1975,5583,166691.4688,46.06999969,NAAC B
237,National Management College,1029,College,1962,9175,319712.3125,71.87999725,NAAC B+
238,Government Management College,1022,College,1987,2716,243232.9688,68.94999695,NBA Accredited
239,Regional Arts & Science Institute,1012,Institute,1980,7332,202630.1875,65.87999725,NAAC B
240,State Management University,1019,University,1990,3254,105363.3828,39.93000031,AICTE Approved
241,Central Commerce University,1011,University,2018,3299,208108.1875,78.80000305,NBA Accredited
242,Central Law Institute,1023,Institute,1993,569,187331.0781,49.81000137,UGC Recognized
243,Central Management Institute,1029,Institute,1952,10004,789743.625,89,NBA Accredited
244,Modern Engineering University,1003,University,1987,23665,487959.5,88.51000214,NAAC A+
245,Central Arts & Science Institute,1027,Institute,2005,3974,188330.7031,65.51000214,UGC Recognized
246,State Law College,1021,College,2008,1835,57177.26172,53.18999863,UGC Recognized
247,Indian Engineering Institute,1007,Institute,1975,24631,468091.625,80.81999969,NAAC A
248,Premier Arts & Science College,1018,College,2002,7632,173117.75,84.76000214,NAAC B
249,Premier Management College,1001,College,1983,8499,594690.1875,73.95999908,NAAC B
250,Government Commerce University,1012,University,1967,11118,312263.0625,65.72000122,NAAC A
251,State Management College,1014,College,2012,8930,231462.4688,56.47000122,NAAC A+
252,Premier Commerce University,1012,University,2009,10662,127580.4922,76.91999817,UGC Recognized
253,Regional Arts & Science University,1017,University,1983,2672,124026.6328,58.65999985,AICTE Approved
254,Modern Medical Institute,1004,Institute,1953,8947,784643.25,89.93000031,AICTE Approved
255,Regional Technology College,1002,College,1974,16174,473798.0625,85.18000031,NBA Accredited
256,State Law Institute,1019,Institute,1976,1330,226163.5781,43.75,NAAC B
257,Modern Technology College,1017,College,2013,6527,264455.625,67.94000244,NAAC A
258,Indian Management College,1013,College,2001,4759,375802.5625,82.87999725,NAAC B
259,State Commerce University,1015,University,2009,6482,156289.25,82.63999939,NAAC A
260,Advanced Management University,1013,University,2006,11241,157304.0156,74.09999847,UGC Recognized
261,Indian Arts & Science University,1018,University,1999,7584,310704.875,74.94000244,NAAC A
262,Advanced Arts & Science College,1014,College,1978,4564,358930.3125,67.86000061,NBA Accredited
263,Modern Medical College,1003,College,1996,23473,405305.3125,93.98000336,NAAC B
264,Advanced Medical Institute,1007,Institute,1974,6016,501125.625,84.91999817,NAAC B+
265,Central Law College,1007,College,1975,8498,435035.9375,83.37000275,NBA Accredited
266,National Engineering College,1017,College,1962,11071,377911.0938,77.61000061,NAAC A
267,National Law Institute,1021,Institute,1995,2457,129428.7188,44.68999863,NBA Accredited
268,Modern Engineering Institute,1021,Institute,1978,5656,206575.375,47.59999847,NAAC A
269,Advanced Law College,1021,College,1989,3043,232860.5625,66.59999847,NAAC B
270,National Engineering College,1028,College,2001,1909,136212.1719,57.99000168,NAAC B+
271,State Management Institute,1022,Institute,2005,4776,87556.5625,51.97000122,NAAC B
272,Indian Commerce Institute,1016,Institute,1996,8613,369938.5313,83.72000122,NAAC B+
273,Regional Management University,1026,University,1979,2354,85764.46875,41.86000061,NAAC B
274,Indian Law College,1030,College,2003,4607,246564.6406,58.84999847,NAAC B
275,Central Law Institute,1002,Institute,1969,17451,392232.6563,78.26999664,AICTE Approved
276,Advanced Commerce University,1017,University,2011,2383,177439.2656,68.08000183,NAAC B
277,Regional Medical College,1030,College,1961,3952,257149.3125,64.61000061,NAAC B
278,National Engineering College,1019,College,2003,662,128910.6172,35.45999908,Not Accredited
279,Government Management University,1005,University,1977,21656,799355.875,83.98999786,NAAC A
280,Government Arts & Science University,1010,University,2017,5789,256154.2656,59.59999847,NAAC A
281,Central Arts & Science University,1018,University,1991,4330,313955.6875,67.01000214,NAAC B
282,Central Arts & Science University,1002,University,1965,16794,471495.5,75.80000305,NAAC B+
283,Modern Medical Institute,1025,Institute,2008,4143,157804.6875,NULL,NAAC B+
284,Premier Law College,1021,College,1980,2464,172755.875,49.31000137,NAAC B
285,State Medical College,1022,College,1976,5278,64780.17969,46.75999832,AICTE Approved
286,State Engineering University,1013,University,1979,5180,108454.0781,66.04000092,NAAC B+
287,Modern Technology Institute,1019,Institute,2012,4474,219169.3594,53.24000168,NAAC B
288,Premier Commerce University,1010,University,1994,5144,399038.8125,57.91999817,NBA Accredited
289,National Commerce Institute,1020,Institute,2015,1562,231300.3125,38.02999878,UGC Recognized
290,Government Engineering Institute,1005,Institute,1998,11850,621179.5,92.93000031,NAAC A
291,Advanced Technology College,1005,College,1958,20482,339794.4688,72.16999817,NAAC B
292,Government Engineering College,1006,College,1958,22061,698059.0625,80.16000366,NAAC B
293,Government Technology Institute,1014,Institute,1966,8050,243551.75,74.25,NBA Accredited
294,Modern Arts & Science University,1029,University,2005,23652,449413.8438,73.98999786,UGC Recognized
295,National Medical Institute,1015,Institute,1993,8659,369871.75,NULL,NAAC B+
296,Advanced Commerce University,1003,University,2002,23447,647100.4375,93.16999817,NAAC A
297,National Technology University,1007,University,1970,11663,473934.2188,77.04000092,NAAC B+
298,Indian Commerce College,1024,College,1983,3325,183577.4219,48.22999954,NAAC B+
299,Premier Medical University,1028,University,2012,581,218465.7813,44.59999847,NBA Accredited
300,National Engineering Institute,1013,Institute,2014,4139,178972.9844,75.18000031,Not Accredited
301,Premier Medical College,1010,College,2001,3621,360593.9063,84.36000061,NAAC B+
302,Advanced Medical University,1015,University,2011,9764,303792.7188,75.47000122,NAAC A+
303,Regional Commerce College,1029,College,1967,12314,639721.75,88.54000092,AICTE Approved
304,Government Engineering Institute,1018,Institute,1960,11344,343189.25,71.12999725,NBA Accredited
305,Central Law University,1026,University,2020,4299,218185.2031,58.18000031,NAAC B
306,Government Engineering College,1014,College,1986,10788,383772.625,69.41999817,NAAC B+
307,Premier Technology College,1002,College,1995,7090,661322.6875,74.08000183,NBA Accredited
308,Government Commerce University,1007,University,1955,9427,793272.75,84.29000092,NAAC B+
309,Modern Management University,1013,University,1988,7944,120984.7578,62.88000107,NBA Accredited
310,Government Medical Institute,1021,Institute,1995,2805,91829.82031,58.95000076,NAAC B+
311,Premier Commerce Institute,1017,Institute,2011,6768,289789.125,82.26999664,NAAC B+
312,Central Engineering College,1005,College,1963,17545,503136.7813,87.40000153,NAAC A
313,Modern Management University,1024,University,1972,5614,210082.5938,36.18000031,UGC Recognized
314,Premier Management College,1013,College,2013,11966,299637.9688,84.90000153,NBA Accredited
315,Modern Medical University,1030,University,1998,4838,276440.8438,83.88999939,NBA Accredited
316,Central Commerce College,1017,College,1973,8170,170694.9531,84.05999756,NAAC B
317,Advanced Engineering University,1005,University,2005,13018,448360.625,94.84999847,NAAC B+
318,Advanced Commerce Institute,1020,Institute,1977,4325,179077.4063,37.15999985,UGC Recognized
319,Premier Commerce University,1024,University,2013,5748,66094.39844,51.29999924,UGC Recognized
320,State Management Institute,1025,Institute,1991,1219,60956.17188,64.83999634,NBA Accredited
321,Government Management University,1017,University,2000,9380,343175.2188,58.95000076,UGC Recognized
322,Premier Management University,1015,University,2002,9574,135551.5625,68.75,NAAC B
323,Central Arts & Science College,1027,College,2017,5063,244474.6563,63.86999893,NAAC B+
324,State Arts & Science College,1026,College,1994,4860,164870.9063,43.09000015,NAAC B
325,National Technology Institute,1029,Institute,1957,20645,613801.625,94.16999817,NAAC B+
326,Premier Technology University,1015,University,1962,11141,133286.3125,82.01000214,NAAC B+
327,State Medical College,1016,College,2009,6774,120727.2031,81.08000183,NAAC A+
328,Government Engineering University,1009,University,1961,5667,268835.6563,57.13999939,NAAC B
329,Government Medical Institute,1025,Institute,2017,5509,236607.9063,51.04999924,NBA Accredited
330,Advanced Medical College,1003,College,1978,13018,344573.375,84.12000275,NAAC A
331,National Medical University,1023,University,1977,1894,158560.5625,46.29999924,NAAC A+
332,Modern Law University,1025,University,1989,1568,104113.1563,51.90999985,NAAC B
333,National Arts & Science College,1016,College,1970,11699,305323.6875,70.11000061,NBA Accredited
334,National Commerce University,1021,University,1999,5348,53121.82031,60.72999954,NBA Accredited
335,National Law College,1025,College,1981,3082,59371.87891,NULL,NAAC B
336,Government Law College,1026,College,2013,5591,76483.4375,54.29000092,NAAC A
337,Central Medical Institute,1020,Institute,1988,4807,87850.42188,66.52999878,NAAC B
338,National Engineering Institute,1025,Institute,2009,2027,126920.2734,NULL,AICTE Approved
339,Premier Management College,1010,College,1986,6792,159483.2656,74.44999695,NAAC B+
340,State Engineering University,1017,University,1994,6319,255539.9375,77.81999969,NAAC A
341,Advanced Technology University,1010,University,2009,8396,289120.8125,64.48999786,NAAC B+
342,Advanced Medical College,1011,College,1973,11151,322616.4375,63.16999817,NAAC A
343,Modern Arts & Science University,1010,University,1974,8829,155000.2031,NULL,NBA Accredited
